,id,caller_id,name,address_city,address,phone_number,county,chain,treat,call_attempts,day,time,female_rep,esl_rep,script_budget_upcharge,script_knowledge,quote_point,quote_range_low,quote_range_high,no_quote_reason,quote_breakdown,notes,analyzed_comment,range_provided,enrolled_subject,outcome,returned_call,failed_callback,does_not_perform_service,onsite_additional_info,female_caller,esl_caller,non_complier,attrition,esl_affinity,gender_affinity,gender_esl_affinity,no_quote_reason_NA,no_quote_reason_does_not_provide_this_service,no_quote_reason_no_contact_after_2_tries,no_quote_reason_other,no_quote_reason_refused_to_provide_quote,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
156,156,7,"Daltons Midway Service",snohomish,"16326 State Rt 9 SE Ste A Snohomish, WA 98296","(360) 668-7111",snohomish,0,1,,,,,,,,,,,,,,no_comment,0,0,,0,0,0,0,1,0,0,0,,,,1,0,0,0,0,47.848655,-122.118123,1,rooftop,16326,"State Route 9 SE",Ste,A,Snohomish,WA,"Snohomish County",98296,US,"Snohomish County"
157,157,3,"Pro Muffler & Brakes",everett,"2129 Wall St Everett, WA 98201","(425) 257-1090",snohomish,0,0,1,Wednesday,16,,,,,,,,no_contact_after_2_tries,,"Dont do radiators",does_not_perform_service,0,1,,0,0,1,0,1,1,0,1,,,,0,0,1,0,0,47.978241,-122.200661,1,rooftop,2129,"Wall St",,,Everett,WA,"Snohomish County",98201,US,Snohomish
158,158,3,"Everett Tire & Automotive",everett,"2828 Hoyt Ave Everett, WA 98201","(425) 252-9100",snohomish,0,0,1,Tuesday,15,1,0,0,0,640.25,,,,1,"Asked for engine size (2.5 liter), female handed over to male",additional_context,0,1,640.25,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,47.979612,-122.210417,1,rooftop,2828,"Hoyt Ave",,,Everett,WA,"Snohomish County",98201,US,Snohomish
159,159,5,"Conaway Motors",everett,"5201 Colby Ave Everett, WA 98203","(425) 905-2424",snohomish,0,1,2,Thursday,14,,,,,,,,no_contact_after_2_tries,,,no_comment,0,1,,0,0,0,0,1,1,0,0,,,,0,0,1,0,0,47.949177,-122.206192,1,rooftop,5201,"Colby Ave",,,Everett,WA,"Snohomish County",98203,US,Snohomish
160,160,1,"Evergreen Auto Repair",everett,"10115 4th Ave W Everett, WA 98204","(425) 353-1765",snohomish,0,1,1,Thursday,12,0,0,0,1,,850,900,,0,,no_comment,1,1,875,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,47.906306,-122.238629,1,rooftop,10115,"4th Ave W",,,Everett,WA,"Snohomish County",98204,US,"Snohomish County"
161,161,5,"Accurate Auto Service",snohomish,"501 Avenue D Snohomish, WA 98290","(360) 453-1042",snohomish,0,1,2,Thursday,16,,,,,,,,no_contact_after_2_tries,,,no_comment,0,1,,0,0,0,0,1,1,0,0,,,,0,0,1,0,0,47.917778,-122.097901,1,rooftop,501,"Ave D",,,Snohomish,WA,"Snohomish County",98290,US,"City of Snohomish"
162,162,3,"Doc’s Auto Center",bothell,"18008 Bothell Everett Hwy Bothell, WA 98012","(425) 939-0165",king,0,0,1,Saturday,16,0,1,0,0,450,,,,0,,no_comment,0,1,450,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,47.833863,-122.21114,1,rooftop,18008,"Bothell-Everett Hwy",,,Bothell,WA,"Snohomish County",98012,US,Snohomish
163,163,1,"Lake Stevens Automotive","lake stevens","9015 Vernon Rd Ste 8 Lake Stevens, WA 98258","(425) 397-9830",snohomish,0,1,1,Thursday,12,0,0,0,1,600,,,,0,,no_comment,0,1,600,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,48.003902,-122.109452,1,rooftop,9015,"Vernon Rd",Ste,8,"Lake Stevens",WA,"Snohomish County",98258,US,Snohomish
164,164,5,"Airport Welding & Muffler",snohomish,"10312 Airport Way Snohomish, WA 98296","(360) 568-3533",snohomish,0,1,2,Monday,10,,,,,,,,no_contact_after_2_tries,,,no_comment,0,1,,0,0,0,0,1,1,0,0,,,,0,0,1,0,0,47.902552,-122.099477,1,rooftop,10312,"Airport Way",,,Snohomish,WA,"Snohomish County",98296,US,"City of Snohomish"
165,165,1,Torfab,everett,"2902 W Marine View Dr Everett, WA 98201","(206) 659-8677",snohomish,0,1,1,,,,,,,,,,does_not_provide_this_service,,"only land cruiser parts and service",does_not_perform_service,0,1,,0,0,1,0,1,0,0,1,,,,0,1,0,0,0,47.97905,-122.214578,1,rooftop,2902,"W Marine View Dr",,,Everett,WA,"Snohomish County",98201,US,"Snohomish County"
166,166,3,"Mike’s Automotive Maintenance",marysville,"4233 76th St NE Marysville, WA 98270","(360) 653-6931",snohomish,0,0,1,Wednesday,15,0,0,0,0,571.25,,,,0,,no_comment,0,1,571.25,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,48.065017,-122.173994,1,range_interpolation,4233,"76th St NE",,,Marysville,WA,"Snohomish County",98270,US,"TIGER/Line® dataset from the US Census Bureau"
167,167,6,"Small Engine Service",everett,"11622 40th Dr SE Everett, WA 98208","(425) 357-8524",snohomish,0,0,1,Friday,11,0,0,0,0,645,,,,0,,no_comment,0,1,645,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,47.891635,-122.178368,1,rooftop,11622,"40th Dr SE",,,Everett,WA,"Snohomish County",98208,US,"Snohomish County"
168,168,4,"Merle’s Auto",everett,"318 SE Everett Mall Way Everett, WA 98208","(425) 438-1234",snohomish,0,1,1,Monday,15,,,,,,,,,,Voicemail,no_phone_contact,0,0,,0,0,0,0,0,1,0,0,,,,1,0,0,0,0,47.908202,-122.22803,1,range_interpolation,318,"SE Everett Mall Way",,,Everett,WA,"Snohomish County",98208,US,"TIGER/Line® dataset from the US Census Bureau"
169,169,6,"GP Automotive",everett,"524 132nd St SW Ste 108 Everett, WA 98204","(425) 742-5838",snohomish,0,0,2,Thursday,15,,,,,,,,no_contact_after_2_tries,,,no_comment,0,1,,0,0,0,0,0,1,0,0,,,,0,0,1,0,0,47.878416,-122.240455,1,rooftop,524,"132nd St SW",Ste,108,Everett,WA,"Snohomish County",98204,US,"Snohomish County"
170,170,1,"Southend Auto Care",tacoma,"8318 Pacific Hwy E Tacoma, WA 98422","(253) 922-9922",pierce,0,1,,,,,,,,,,,,,,no_comment,0,0,,0,0,0,0,1,0,0,0,,,,1,0,0,0,0,47.26173,-122.335692,1,rooftop,8318,"Pacific Hwy E",,,Tacoma,WA,"Pierce County",98422,US,Pierce
171,171,3,"All Auto Repair Xpress","federal way","33029 Pacific Hwy S Federal Way, WA 98003","(253) 459-3067",king,1,0,1,Wednesday,16,1,1,0,0,,,,other,,"Will call back with a quote",failed_callback,0,1,,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,47.305426,-122.314154,1,rooftop,33029,"Pacific Hwy S",,,"Federal Way",WA,"King County",98003,US,King
172,172,7,"Glenn’s Auto Repair","federal way","27606 16th Ave S Federal Way, WA 98003","(253) 946-0160",king,0,1,1,Tuesday,14,0,0,0,1,750,,,,0,,no_comment,0,1,750,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,47.354158,-122.312741,1,rooftop,27606,"16th Ave S",,,"Federal Way",WA,"King County",98003,US,King
173,173,1,"Jun’s Auto Center","federal way","32610 Pacific Hwy S Ste A-5 Federal Way, WA 98003","(253) 838-6653",king,0,1,,,,,,,,,,,,,,no_comment,0,0,,0,0,0,0,1,0,0,0,,,,1,0,0,0,0,47.309599,-122.313315,1,range_interpolation,32610,"Pacific Hwy S",Ste,A5,"Federal Way",WA,"King County",98003,US,"TIGER/Line® dataset from the US Census Bureau"
174,174,1,"Kim’s Auto Service","federal way","27820 Pacific Hwy S Federal Way, WA 98003","(253) 839-3609",king,0,1,,,,,,,,,,,,,,no_comment,0,0,,0,0,0,0,1,0,0,0,,,,1,0,0,0,0,47.351951,-122.31135,1,rooftop,27820,"Pacific Hwy S",,,"Federal Way",WA,"King County",98003,US,King
175,175,1,"Louis Automotive Services","federal way","34110 Pacific Hwy S Federal Way, WA 98003","(253) 929-8780",king,0,1,,,,,,,,,,,,,,no_comment,0,0,,0,0,0,0,1,0,0,0,,,,1,0,0,0,0,47.295827,-122.313891,1,rooftop,34110,"Pacific Hwy S",,,"Federal Way",WA,"King County",98003,US,King
176,176,1,"Northshore Automotive & RV Repair","federal way","35406 21st Ave SW Federal Way, WA 98023","(253) 952-2330",king,0,1,2,Tuesday,12,0,0,0,1,962.67,,,,0,,no_comment,0,1,962.67,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,47.284364,-122.36039,1,rooftop,35406,"21st Ave SW",,,"Federal Way",WA,"King County",98023,US,King
177,177,5,"Firestone Complete Auto Care","federal way","32529 Pacific Hwy S Federal Way, WA 98003","(253) 993-4225",king,1,1,1,Friday,14,0,0,0,0,650,,,,0,,no_comment,0,1,650,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,47.309678,-122.313896,1,rooftop,32529,"Pacific Hwy S",,,"Federal Way",WA,"King County",98003,US,King
178,178,3,"European Auto Clinic","federal way","32610 Pacific Hwy S Ste B8 Federal Way, WA 98003","(253) 874-3870",king,0,0,1,Wednesday,15,,,,,,,,no_contact_after_2_tries,,"Not in service anymore",no_phone_contact,0,0,,0,0,0,0,1,1,0,0,,,,0,0,1,0,0,47.309599,-122.313315,1,range_interpolation,32610,"Pacific Hwy S",Ste,B8,"Federal Way",WA,"King County",98003,US,"TIGER/Line® dataset from the US Census Bureau"
179,179,3,"Bucky’s Complete Auto Repair","federal way","30924 Pacific Hwy S Federal Way, WA 98003","(253) 839-5918",king,1,0,1,Wednesday,15,,,,,,,,no_contact_after_2_tries,,"Does not accept non-caller id calls",no_phone_contact,0,0,,0,0,0,0,1,1,0,0,,,,0,0,1,0,0,47.324499,-122.312875,1,rooftop,30924,"Pacific Hwy S",,,"Federal Way",WA,"King County",98003,US,King
180,180,3,"Greg’s Japanese Auto","federal way","1506 S 348th St Federal Way, WA 98003","(253) 815-1500",king,1,0,1,Wednesday,15,0,0,0,0,839,,,,1,,no_comment,0,1,839,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,47.290122,-122.314502,1,rooftop,1506,"S 348th St",,,"Federal Way",WA,"King County",98003,US,King
181,181,7,Midas,"federal way","32530 Pacific Hwy S Federal Way, WA 98003","(253) 838-2622",king,1,1,1,Friday,12,1,0,0,0,615,,,,0,,no_comment,0,1,615,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,47.309764,-122.312953,1,rooftop,32530,"Pacific Hwy S",,,"Federal Way",WA,"King County",98003,US,King
182,182,7,"Performance Preparation","federal way","34703 16th Ave S Federal Way, WA 98003","(253) 927-2079",king,0,1,,,,,,,,,,,,,,no_comment,0,0,,0,0,0,0,1,0,0,0,,,,1,0,0,0,0,47.290642,-122.313942,1,rooftop,34703,"16th Ave S",,,"Federal Way",WA,"King County",98003,US,King
183,183,3,"Master Car Care Auto Service","federal way","1714 S 341st Pl Ste F13 Federal Way, WA 98003","(253) 942-7799",king,0,0,1,Wednesday,15,,,,,,,,no_contact_after_2_tries,,"Does not accept non-caller id calls",no_phone_contact,0,0,,0,0,0,0,1,1,0,0,,,,0,0,1,0,0,47.296767,-122.311205,1,rooftop,1714,"S 341st Pl",Ste,F13,"Federal Way",WA,"King County",98003,US,King
184,184,1,"MS Enterprises Automotive Services","federal way","1620 S 341st Pl Ste D-7 Federal Way, WA 98003","(253) 661-8181",king,0,1,,,,,,,,,,,,,,no_comment,0,0,,0,0,0,0,1,0,0,0,,,,1,0,0,0,0,47.296172,-122.312279,1,rooftop,1620,"S 341st Pl",Ste,"D 7","Federal Way",WA,"King County",98003,US,King
185,185,3,"Auto Correct",tacoma,"4847B S Washington St Ste B Tacoma, WA 98409","(253) 244-7324",pierce,0,0,1,Tuesday,16,0,0,0,0,600,,,,0,,no_comment,0,1,600,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,47.211986,-122.484494,1,rooftop,4847,"S Washington St",Ste,B,Tacoma,WA,"Pierce County",98409,US,Pierce
186,186,3,"Pep Boys Auto Service & Tire","federal way","34611 16th Ave S Federal Way, WA 98003","(253) 927-5383",king,0,0,1,Tuesday,16,0,0,0,0,990,,,,1,"This is a nationwide franchise; tentative price",additional_context,0,1,990,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,47.291368,-122.314225,1,rooftop,34611,"16th Ave S",,,"Federal Way",WA,"King County",98003,US,King
187,187,1,"Pac 1 Collision Center","federal way","33003 Pacific Hwy S Federal Way, WA 98003","(253) 344-1940",king,0,1,,,,,,,,,,,other,,"collision repair - remove",does_not_perform_service,0,0,,0,0,1,0,1,0,0,0,,,,0,0,0,1,0,47.305759,-122.314244,1,rooftop,33003,"Pacific Hwy S",,,"Federal Way",WA,"King County",98003,US,King
188,188,3,"Erker’s Auto & Truck Repair",fife,"2311 Pacific Hwy E Fife, WA 98424","(253) 922-8344",pierce,1,0,1,Saturday,15,0,0,0,0,600,,,,0,,no_comment,0,1,600,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,47.243502,-122.397759,1,rooftop,2311,"Pacific Hwy E",,,Fife,WA,"Pierce County",98424,US,Pierce
189,189,1,"Hi-Land Garage",kennewick,"215 N Union St Kennewick, WA 99336","(509) 783-2512",benton,0,1,,,,,,,,,,,,,,no_comment,0,0,,0,0,0,0,1,0,0,0,,,,1,0,0,0,0,46.211834,-119.180056,1,range_interpolation,215,"N Union St",,,Kennewick,WA,"Benton County",99336,US,"TIGER/Line® dataset from the US Census Bureau"
190,190,5,"360 Automotive & Repair",kennewick,"6200 W Clearwater Ave Kennewick, WA 99336","(509) 572-2769",benton,0,1,2,Monday,10,,,,,,,,no_contact_after_2_tries,,,no_comment,0,1,,0,0,0,0,1,1,0,0,,,,0,0,1,0,0,46.2123,-119.203621,1,range_interpolation,6200,"W Clearwater Ave",,,Kennewick,WA,"Benton County",99336,US,"TIGER/Line® dataset from the US Census Bureau"
191,191,3,"Steve’s Tire & Auto Repair",kennewick,"4819 W Clearwater Ave Kennewick, WA 99336","(509) 783-3120",benton,0,0,1,Wednesday,15,0,0,0,0,,,,refused_to_provide_quote,,"Refused to give quote without VIN number and license plate",requires_physical_presence_or_additional_information,0,1,,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,46.212252,-119.186535,1,range_interpolation,4819,"W Clearwater Ave",,,Kennewick,WA,"Benton County",99336,US,"TIGER/Line® dataset from the US Census Bureau"
192,192,3,"Allied Automotive",kennewick,"834 W Klamath Ave Kennewick, WA 99336","(509) 585-7777",benton,0,0,3,Wednesday,15,,,,,,,,other,,"Went on voicemail - call back later",no_phone_contact,0,0,,0,0,0,0,1,1,0,0,,,,0,0,0,1,0,46.218304,-119.129417,1,range_interpolation,834,"W Klamath Ave",,,Kennewick,WA,"Benton County",99336,US,"TIGER/Line® dataset from the US Census Bureau"
193,193,5,"West Richland Auto Repair",richland,"3683 W Van Giesen St West Richland, WA 99353","(509) 619-7514",benton,0,1,1,Friday,10,0,0,0,0,572,,,,0,,no_comment,0,1,572,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,46.296853,-119.335475,1,range_interpolation,3683,"W Van Giesen St",,,"West Richland",WA,"Benton County",99353,US,"TIGER/Line® dataset from the US Census Bureau"
194,194,5,"Cronk Automotive",richland,"90B Wellsian Way Richland, WA 99352","(509) 946-5050",benton,0,1,,,,,,,,,,,,,,no_comment,0,0,,0,0,0,0,1,1,0,0,,,,1,0,0,0,0,46.261918,-119.284211,1,rooftop,90,"Wellsian Way",,,Richland,WA,"Benton County",99352,US,"City of Richland"
195,195,7,"All City Transmission",kennewick,"6624 W Brinkley Rd Ste A Kennewick, WA 99338","(509) 585-7074",benton,0,1,,,,,,,,,,,,,,no_comment,0,0,,0,0,0,0,1,0,0,0,,,,1,0,0,0,0,46.171173,-119.201068,0.6,street_center,,"W Brinkley Rd",Ste,A,Kennewick,WA,"Benton County",99338,US,"TIGER/Line® dataset from the US Census Bureau"
196,196,1,"Perfection Tire & Auto Repair",kennewick,"1914 N Columbia Center Blvd Kennewick, WA 99352","(509) 735-8330",benton,1,1,1,Friday,11,0,0,0,1,400,,,,0,,no_comment,0,1,400,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,46.23271,-119.223116,1,range_interpolation,1914,"N Columbia Center Blvd",,,Richland,WA,"Benton County",99352,US,"TIGER/Line® dataset from the US Census Bureau"
197,197,7,"Genesis Auto",kennewick,"124 W 1st Ave Kennewick, WA 99336","(509) 582-6544",benton,0,1,1,Wednesday,14,0,0,0,1,,,,other,,"will call back with quote",failed_callback,0,1,,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,46.207778,-119.118816,1,range_interpolation,124,"W 1st Ave",,,Kennewick,WA,"Benton County",99336,US,"TIGER/Line® dataset from the US Census Bureau"
198,198,7,"All Automotive Service & Repair",kennewick,"8611 W Clearwater Kennewick, WA 99336","(509) 735-0700",benton,0,1,1,Friday,11,,,,,,,,other,,"no answer",no_phone_contact,0,0,,0,0,0,0,1,0,0,0,,,,0,0,0,1,0,46.211867,-119.238278,1,range_interpolation,8611,"W Clearwater Ave",,,Kennewick,WA,"Benton County",99336,US,"TIGER/Line® dataset from the US Census Bureau"
199,199,7,"Meyers Auto Tech",kennewick,"1120 N Grant Pl Kennewick, WA 99336","(509) 735-8436",benton,0,1,1,Monday,12,1,0,0,0,,,,other,,"will call back with quote",failed_callback,0,1,,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,46.222315,-119.195145,1,range_interpolation,1120,"N Grant Pl",,,Kennewick,WA,"Benton County",99336,US,"TIGER/Line® dataset from the US Census Bureau"
200,200,7,"Advanced Automotive",pasco,"804 N Road 28 Pasco, WA 99301","(509) 547-2459",franklin,1,1,,,,,,,,,,,,,,no_comment,0,0,,0,0,0,0,1,0,0,0,,,,1,0,0,0,0,46.234982,-119.128129,0.87,range_interpolation,804,"N Rd 28",,,Pasco,WA,"Franklin County",99301,US,"TIGER/Line® dataset from the US Census Bureau"
201,201,3,"RAD Repair and Exhaust",kennewick,"420 W Columbia Dr Kennewick, WA 99336","(509) 586-3151",benton,0,0,1,Tuesday,14,1,0,0,1,,650,850,,1,"Added hoses and flushing radiator by default",additional_context,1,1,750,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,46.215436,-119.123437,1,range_interpolation,420,"W Columbia Dr",,,Kennewick,WA,"Benton County",99336,US,"TIGER/Line® dataset from the US Census Bureau"
202,202,1,"Pasco Auto Repair",pasco,"416 N 20th Ave Pasco, WA 99301","(509) 546-0818",franklin,0,1,1,Friday,11,0,0,0,0,560,,,,0,,no_comment,0,1,560,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,46.233053,-119.117983,1,rooftop,416,"N 20th Ave",,,Pasco,WA,"Franklin County",99301,US,"City of Pasco"
203,203,1,"USA Brake & Auto Repair",kennewick,"3809 Clearwater Ave Kennewick, WA 99336","(509) 783-8863",benton,0,1,1,Thursday,12,0,1,1,1,715.89,,,,0,,no_comment,0,1,715.89,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,46.212192,-119.173081,0.9,range_interpolation,3809,"W Clearwater Ave",,,Kennewick,WA,"Benton County",99336,US,"TIGER/Line® dataset from the US Census Bureau"
204,204,7,"Gary’s Auto Care",pasco,"901 W Lewis St Pasco, WA 99301","(509) 547-0691",franklin,0,1,,,,,,,,,,,,,,no_comment,0,0,,0,0,0,0,1,0,0,0,,,,1,0,0,0,0,46.229064,-119.099348,1,rooftop,901,"W Lewis St",,,Pasco,WA,"Franklin County",99301,US,"City of Pasco"
205,205,3,"Al’s Automotive Repair & Mobile Service",pasco,"218 W Lewis St Pasco, WA 99301","(509) 591-7973",franklin,0,0,1,Wednesday,15,0,1,0,0,433,,,,0,"Driving, asked me to text call back number",additional_context,0,1,433,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,46.231434,-119.087469,1,rooftop,218,"W Lewis St",,,Pasco,WA,"Franklin County",99301,US,"City of Pasco"
206,206,7,"Motoring Services",kennewick,"8920 W Victoria Ave Kennewick, WA 99336","(509) 374-2222",benton,0,1,,,,,,,,,,,,,,no_comment,0,0,,0,0,0,0,1,0,0,0,,,,1,0,0,0,0,46.227926,-119.209821,0.6,street_center,,"W Victoria Ave",,,Kennewick,WA,"Benton County",99336,US,"TIGER/Line® dataset from the US Census Bureau"
207,207,7,"Tire Town and Auto Repair",pasco,"404 N 20th Ave Pasco, WA 99301","(509) 792-1239",franklin,0,1,,,,,,,,,,,,,,no_comment,0,0,,0,0,0,0,1,0,0,0,,,,1,0,0,0,0,46.23257,-119.117915,1,rooftop,404,"N 20th Ave",,,Pasco,WA,"Franklin County",99301,US,"City of Pasco"
208,208,4,"Modern Automotive Repair",kennewick,"845 N Columbia Center Blvd Kennewick, WA 99336","(509) 783-3136",benton,0,1,3,Monday,13,,,,,,,,no_contact_after_2_tries,,"Number busy after several tries",no_phone_contact,0,0,,0,0,0,0,0,1,0,0,,,,0,0,1,0,0,46.217579,-119.224806,1,range_interpolation,845,"N Columbia Center Blvd",,,Kennewick,WA,"Benton County",99336,US,"TIGER/Line® dataset from the US Census Bureau"
209,209,5,"Simmonson Automotive",pasco,"627 W Columbia St Pasco, WA 99301","(509) 547-1659",franklin,0,1,1,Friday,14,0,0,0,0,762,,,,0,,no_comment,0,1,762,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,46.229008,-119.095172,1,rooftop,627,"W Columbia St",,,Pasco,WA,"Franklin County",99301,US,"City of Pasco"
210,210,5,"AAMCO Transmissions & Total Car Care",kennewick,"7101 W Deschutes Ave Kennewick, WA 99336","(509) 735-3172",benton,1,1,1,Thursday,16,0,0,0,0,713,,,,1,,no_comment,0,1,713,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,46.212436,-119.224722,1,range_interpolation,7101,"W Deschutes Ave",,,Kennewick,WA,"Benton County",99336,US,"TIGER/Line® dataset from the US Census Bureau"
211,211,3,"Perfection Tire & Auto Repair",kennewick,"2525 S. Union Kennewick, WA 99338","(509) 737-1818",benton,1,0,1,Saturday,15,,,,,,,,no_contact_after_2_tries,,"Put on infinite hold",unable_to_provide_quote,0,1,,0,0,0,0,1,1,0,0,,,,0,0,1,0,0,46.195117,-119.179768,0.6,street_center,,"S Union Ct",,,Kennewick,WA,"Benton County",99338,US,"TIGER/Line® dataset from the US Census Bureau"
212,212,4,"Roy’s Garage",kennewick,"18408 S 1884 Pr Kennewick, WA 99337","(509) 987-3686",benton,0,1,1,Monday,15,,,,,,,,no_contact_after_2_tries,,"Couldn't connect",no_phone_contact,0,0,,0,0,0,0,0,1,0,0,,,,0,0,1,0,0,46.182492,-119.103202,1,range_interpolation,18408,"S 1884th Pr",,,Kennewick,WA,"Benton County",99337,US,"TIGER/Line® dataset from the US Census Bureau"
213,213,2,"Frank & Son Autobody",pasco,"1319 W Ainsworth St Pasco, WA 99301","(509) 547-5963",franklin,0,0,3,Tuesday,9,1,0,0,0,,,,does_not_provide_this_service,,,no_comment,0,1,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,46.225287,-119.10502,1,range_interpolation,1319,"W Ainsworth St",,,Pasco,WA,"Franklin County",99301,US,"TIGER/Line® dataset from the US Census Bureau"
214,214,2,"Platinum Automotive Services",kennewick,"532 S Steptoe St Ste 110 Kennewick, WA 99336","(509) 528-5115",benton,0,0,2,Tuesday,9,0,0,0,0,,,,other,,"failed call back",failed_callback,0,1,,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,46.212306,-119.155671,0.33,place,,,,,Kennewick,WA,"Benton County",99336,US,"TIGER/Line® dataset from the US Census Bureau"
215,215,2,"Mad Mechanics",kennewick,"6205 W Okanogan Ave Ste 110 Kennewick, WA 99336","(509) 783-3211",benton,0,0,1,Tuesday,8,0,0,0,0,760,,,,0,"left message with quote",returned_call_with_quote,0,1,760,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,46.219554,-119.205775,1,range_interpolation,6205,"W Okanogan Ave",Ste,110,Kennewick,WA,"Benton County",99336,US,"TIGER/Line® dataset from the US Census Bureau"
216,216,6,"Car Doctor",pasco,"821 S 13th Ln Pasco, WA 99301","(509) 302-8940",franklin,0,0,,,,,,,,,,,,,,no_comment,0,0,,0,0,0,0,0,1,0,0,,,,1,0,0,0,0,46.226036,-119.105937,1,rooftop,821,"S 13th Ln",,,Pasco,WA,"Franklin County",99301,US,"City of Pasco"
217,217,8,"Tri-Cities Battery & Auto Repair",kennewick,"5900 W Clearwater Ave Kennewick, WA 99336","(509) 783-9000",benton,1,0,,,,,,,,,,,,,,no_comment,0,0,,0,0,0,0,0,0,0,0,,,,1,0,0,0,0,46.212586,-119.199877,1,range_interpolation,5900,"W Clearwater Ave",,,Kennewick,WA,"Benton County",99336,US,"TIGER/Line® dataset from the US Census Bureau"
218,218,8,"S A S Auto Electric",kennewick,"2810 W 10th Ave Kennewick, WA 99336","(509) 735-4162",benton,0,0,,,,,,,,,,,,,,no_comment,0,0,,0,0,0,0,0,0,0,0,,,,1,0,0,0,0,46.198768,-119.159316,1,range_interpolation,2810,"W 10th Ave",,,Kennewick,WA,"Benton County",99336,US,"TIGER/Line® dataset from the US Census Bureau"
219,219,4,"Redline Automotive",richland,"1910 Terminal Dr Richland, WA 99354","(509) 946-6558",benton,0,1,2,Thursday,15,,,0,0,,,,no_contact_after_2_tries,,"Busy tone",no_phone_contact,0,0,,0,0,0,0,0,1,0,0,,,,0,0,1,0,0,46.300046,-119.300554,1,rooftop,1910,"Terminal Dr",,,Richland,WA,"Benton County",99354,US,"City of Richland"
220,220,8,"Mendoza Auto Repair",pasco,"703 W Columbia St Pasco, WA 99301","(509) 547-3482",franklin,0,0,,,,,,,,,,,,,,no_comment,0,0,,0,0,0,0,0,0,0,0,,,,1,0,0,0,0,46.228835,-119.095809,1,rooftop,703,"W Columbia St",,,Pasco,WA,"Franklin County",99301,US,"City of Pasco"
221,221,4,"Performance Carburetor Service",kennewick,"210 N Date St Kennewick, WA 99336","(509) 579-5959",benton,0,1,,,,,,,,,,,,,,no_comment,0,0,,0,0,0,0,0,1,0,0,,,,1,0,0,0,0,46.21076,-119.111162,1,range_interpolation,210,"N Date St",,,Kennewick,WA,"Benton County",99336,US,"TIGER/Line® dataset from the US Census Bureau"
222,222,2,"Affordable Auto and RV Repair",richland,"3320 Kennedy Rd West Richland, WA 99353","(509) 943-1515",benton,0,0,,,,,,,,,,,,,,no_comment,0,0,,0,0,0,0,0,1,0,0,,,,1,0,0,0,0,46.25797,-119.338761,0.6,street_center,,"Kennedy Rd",,,"West Richland",WA,"Benton County",99353,US,"TIGER/Line® dataset from the US Census Bureau"
223,223,4,"Desert Knight Auto Repair",kennewick,"2415 S Oak St Kennewick, WA 99337","(509) 585-1146",benton,0,1,1,Thursday,15,0,0,1,0,400,,,,1,"includes Anti freeze, radiator & installation",indicated_no_additional_cost,0,1,400,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,46.186194,-119.096651,1,range_interpolation,2415,"S Oak St",,,Kennewick,WA,"Benton County",99337,US,"TIGER/Line® dataset from the US Census Bureau"
224,224,1,"Iron Mike Automotive",kent,"17212 SE 240th St Kent, WA 98042","(253) 277-4912",king,0,1,2,,,,,,,,,,no_contact_after_2_tries,,"voicemail both tries",no_phone_contact,0,0,,0,0,0,0,1,0,0,0,,,,0,0,1,0,0,47.387352,-122.111264,1,rooftop,17212,"SE 240th St",,,Kent,WA,"King County",98042,US,King
